**********	ACC2	version	4.2:	ACC2_scenarios_past.inc	*******************************************************************																	
**********	Table	declarations	and	assignments	(past	mode)	==============================================================															
																						
TABLE	ANTSCN(T,FOE)	Historical	emissions	(both	energy	related	and	non-energy	related)	[TgS	for	SO2]										
*	Anthropogenic	CO2	emission	is	assigned	later.																
*	Data	source	for	CH4	and	N2O	after	1890:00:00														
*	EDGAR-HYDE	1,4	(http://www.mnp.nl/edgar/model/100_year_emissions/edgar-hyde-1.4/)																			
*	Data	source	for	NOx,	CO,	VOC,	and	SO2	after	1890:00:00												
*	EDGAR-HYDE	1,3	(http://www.mnp.nl/edgar/model/100_year_emissions/edgar-hyde-1.3/)																			
*	Note	that	the	livestock	N2O	emission	in	Africa	in	1950	was	corrected	by	smoothing	as	suggested	by	van	Aardenne.			
*	Data	prior	to	1890	are	extrapolated	by	using	various	assumptions.												
																						
	CH4	N2O	NOx	CO	VOC	SO2																
1803	0	0	0	0	0	0	0	0	0	0												
1804	0	0	0	0	0	0	0	0	0	0												
1805	0	0	0	0	0	0	0	0	0	0												
1806	0	0	0	0	0	0	0	0	0	0												
1807	0	0	0	0	0	0	0	0	0	0												
1808	0	0	0	0	0	0	0	0	0	0												
1809	0	0	0	0	0	0	0	0	0	0												
1810	0	0	0	0	0	0	0	0	0	0												
1811	0	0	0	0	0	0	0	0	0	0												
1812	0	0	0	0	0	0	0	0	0	0												
1813	0	0	0	0	0	0	0	0	0	0												
1814	0	0	0	0	0	0	0	0	0	0												
1815	0	0	0	0	0	0	0	0	0	0												
1816	0	0	0	0	0	0	0	0	0	0												
1817	0	0	0	0	0	0	0	0	0	0												
1818	0	0	0	0	0	0	0	0	0	0												
1819	0	0	0	0	0	0	0	0	0	0												
1820	0	0	0	0	0	0	0	0	0	0												
1821	0	0	0	0	0	0	0	0	0	0												
1822	0	0	0	0	0	0	0	0	0	0												
1823	0	0	0	0	0	0	0	0	0	0												
1824	0	0	0	0	0	0	0	0	0	0												
1825	0	0	0	0	0	0	0	0	0	0												
1826	0	0	0	0	0	0	0	0	0	0												
1827	0	0	0	0	0	0	0	0	0	0												
1828	0	0	0	0	0	0	0	0	0	0												
1829	0	0	0	0	0	0	0	0	0	0												
1830	0	0	0	0	0	0	0	0	0	0												
1831	0	0	0	0	0	0	0	0	0	0												
1832	0	0	0	0	0	0	0	0	0	0												
1833	0	0	0	0	0	0	0	0	0	0												
1834	0	0	0	0	0	0	0	0	0	0												
1835	0	0	0	0	0	0	0	0	0	0												
1836	0	0	0	0	0	0	0	0	0	0												
1837	0	0	0	0	0	0	0	0	0	0												
1838	0	0	0	0	0	0	0	0	0	0												
1839	0	0	0	0	0	0	0	0	0	0												
1840	0	0	0	0	0	0	0	0	0	0												
1841	0	0	0	0	0	0	0	0	0	0												
1842	0	0	0	0	0	0	0	0	0	0												
1843	0	0	0	0	0	0	0	0	0	0												
1844	0	0	0	0	0	0	0	0	0	0												
1845	0	0	0	0	0	0	0	0	0	0												
1846	0	0	0	0	0	0	0	0	0	0												
1847	0	0	0	0	0	0	0	0	0	0												
1848	0	0	0	0	0	0	0	0	0	0												
1849	0	0	0	0	0	0	0	0	0	0												
1850	0	0	0	0	0	0	0	0	0	0												
1851	0	0	0	0	0	0	0	0	0	0												
1852	0	0	0	0	0	0	0	0	0	0												
1853	0	0	0	0	0	0	0	0	0	0												
1854	0	0	0	0	0	0	0	0	0	0												
1855	0	0	0	0	0	0	0	0	0	0												
1856	0	0	0	0	0	0	0	0	0	0												
1857	0	0	0	0	0	0	0	0	0	0												
1858	0	0	0	0	0	0	0	0	0	0												
1859	0	0	0	0	0	0	0	0	0	0												
1860	0	0	0	0	0	0	0	0	0	0												
1861	0	0	0	0	0	0	0	0	0	0												
1862	0	0	0	0	0	0	0	0	0	0												
1863	0	0	0	0	0	0	0	0	0	0												
1864	0	0	0	0	0	0	0	0	0	0												
1865	0	0	0	0	0	0	0	0	0	0												
1866	0	0	0	0	0	0	0	0	0	0												
1867	0	0	0	0	0	0	0	0	0	0												
1868	0	0	0	0	0	0	0	0	0	0												
1869	0	0	0	0	0	0	0	0	0	0												
1870	0	0	0	0	0	0	0	0	0	0												
1871	0	0	0	0	0	0	0	0	0	0												
1872	0	0	0	0	0	0	0	0	0	0												
1873	0	0	0	0	0	0	0	0	0	0												
1874	0	0	0	0	0	0	0	0	0	0												
1875	0	0	0	0	0	0	0	0	0	0												
1876	0	0	0	0	0	0	0	0	0	0												
1877	0	0	0	0	0	0	0	0	0	0												
1878	0	0	0	0	0	0	0	0	0	0												
1879	0	0	0	0	0	0	0	0	0	0												
1880	0	0	0	0	0	0	0	0	0	0												
1881	0	0	0	0	0	0	0	0	0	0												
1882	0	0	0	0	0	0	0	0	0	0												
1883	0	0	0	0	0	0	0	0	0	0												
1884	0	0	0	0	0	0	0	0	0	0												
1885	0	0	0	0	0	0	0	0	0	0												
1886	0	0	0	0	0	0	0	0	0	0												
1887	0	0	0	0	0	0	0	0	0	0												
1888	0	0	0	0	0	0	0	0	0	0												
1889	0	0	0	0	0	0	0	0	0	0												
1890	0	0	0	0	0	0	0	0	0	0												
1891	0	0	0	0	0	0	0	0	0	0												
1892	0	0	0	0	0	0	0	0	0	0												
1893	0	0	0	0	0	0	0	0	0	0												
1894	0	0	0	0	0	0	0	0	0	0												
1895	0	0	0	0	0	0	0	0	0	0												
1896	0	0	0	0	0	0	0	0	0	0												
1897	0	0	0	0	0	0	0	0	0	0												
1898	0	0	0	0	0	0	0	0	0	0												
1899	0	0	0	0	0	0	0	0	0	0												
1900	0	0	0	0	0	0	0	0	0	0												
1901	0	0	0	0	0	0	0	0	0	0												
1902	0	0	0	0	0	0	0	0	0	0												
1903	0	0	0	0	0	0	0	0	0	0												
1904	0	0	0	0	0	0	0	0	0	0												
1905	0	0	0	0	0	0	0	0	0	0												
1906	0	0	0	0	0	0	0	0	0	0												
1907	0	0	0	0	0	0	0	0	0	0												
1908	0	0	0	0	0	0	0	0	0	0												
1909	0	0	0	0	0	0	0	0	0	0												
1910	0	0	0	0	0	0	0	0	0	0												
1911	0	0	0	0	0	0	0	0	0	0												
1912	0	0	0	0	0	0	0	0	0	0												
1913	0	0	0	0	0	0	0	0	0	0												
1914	0	0	0	0	0	0	0	0	0	0												
1915	0	0	0	0	0	0	0	0	0	0												
1916	0	0	0	0	0	0	0	0	0	0												
1917	0	0	0	0	0	0	0	0	0	0												
1918	0	0	0	0	0	0	0	0	0	0												
1919	0	0	0	0	0	0	0	0	0	0												
1920	0	0	0	0	0	0	0	0	0	0												
1921	0	0	0	0	0	0	0	0	0	0												
1922	0	0	0	0	0	0	0	0	0	0												
1923	0	0	0	0	0	0	0	0	0	0												
1924	0	0	0	0	0	0	0	0	0	0												
1925	0	0	0	0	0	0	0	0	0	0												
1926	0	0	0	0	0	0	0	0	0	0												
1927	0	0	0	0	0	0	0	0	0	0												
1928	0	0	0	0	0	0	0	0	0	0												
1929	0	0	0	0	0	0	0	0	0	0												
1930	0	0	0	0	0	0	0	0	0	0												
1931	0	0	0	0	0	0	0	0	0	0												
1932	0	0	0	0	0	0	0	0	0	0												
1933	0	0	0	0	0	0	0	0	0	0												
1934	0	0	0	0	0	0	0	0	0	0												
1935	0	0	0	0	0	0	0	0	0	0												
1936	0	0	0	0	0	0	0	0	0	0												
1937	0	0	0	0	0	0	0	0	0	0												
1938	0	0	0	0	0	0	0	0	0	0												
1939	0	0	0	0	0	0	0	0	0	0												
1940	0	0	0	0	0	0	0	0	0	0												
1941	0	0	0	0	0	0	0	0	0	0												
1942	0	0	0	0	0	0	0	0	0	0												
1943	0	0	0	0	0	0	0	0	0	0												
1944	0	0	0	0	0	0	0	0	0	0												
1945	0	0	0	0	0	0	0	0	0	0												
1946	0	0	0	0	0	0	0	0	0	0												
1947	0	0	0	0	0	0	0	0	0	0												
1948	0	0	0	0	0	0	0	0	0	0												
1949	0	0	0	0	0	0	0	0	0	0												
1950	0	0	0	0	0	0	0	0	0	0												
1951	0	0	0	0	0	0	0	0	0	0												
1952	0	0	0	0	0	0	0	0	0	0												
1953	0	0	0	0	0	0	0	0	0	0												
1954	0	0	0	0	0	0	0	0	0	0												
1955	0	0	0	0	0	0	0	0	0	0												
1956	0	0	0	0	0	0	0	0	0	0												
1957	0	0	0	0	0	0	0	0	0	0												
1958	0	0	0	0	0	0	0	0	0	0												
1959	0	0	0	0	0	0	0	0	0	0												
1960	0	0	0	0	0	0	0	0	0	0												
1961	0	0	0	0	0	0	0	0	0	0												
1962	0	0	0	0	0	0	0	0	0	0												
1963	0	0	0	0	0	0	0	0	0	0												
1964	0	0	0	0	0	0	0	0	0	0												
1965	0	0	0	0	0	0	0	0	0	0												
1966	0	0	0	0	0	0	0	0	0	0												
1967	0	0	0	0	0	0	0	0	0	0												
1968	0	0	0	0	0	0	0	0	0	0												
1969	0	0	0	0	0	0	0	0	0	0												
1970	0	0	0	0	0	0	0	0	0	0												
1971	0	0	0	0	0	0	0	0	0	0												
1972	0	0	0	0	0	0	0	0	0	0												
1973	0,41	0	0	0	0	0	0	0	0	0												
1974	0,86	0	0	0	0	0	0	0	0	0												
1975	1,32	0	0	0	0	0	0	0	0	0												
1976	1,78	0	0	0	0	0	0	0	0	0												
1977	2,23	0	0	0	0	0	0	0	0	0												
1978	2,69	0	0	0	0	0	0,1	0	0	0												
1979	3,14	0	0	0	0	0	0,1	0	0	0												
1980	3,6	0	0	0	0	0	0,1	0	0	0												
1981	4,05	0	0	0	0	0	0,1	0	0	0												
1982	4,51	0	0	0	0	0	0,1	0	0	0												
1983	4,96	0	0	0	0	0	0,1	0	0	0												
1984	5,42	0	0	0	0	0	0,1	0	0	0												
1985	5,88	0	0	0	0	0	0,1	0	0	0												
1986	6,33	0	0	0	0	0	0,1	0	0	0												
1987	6,79	0	0	0	0	0	0,1	0	0	0												
1988	7,24	0	0	0	0	0	0,1	0	0	0												
1989	7,7	0	0	0	0	0	0,1	0	0	0												
1990	8,15	0	0	0	0	0	0,1	0	0	0												
1991	8,61	0	0	0	0	0	0,1	0	0	0												
1992	9,06	0	0	0	0	0	0,1	0	0	0												
1993	9,52	0	0	0	0	0	0,3	0	0	0												
1994	9,98	0	0	0	0	0	0,5	0	0	0												
1995	10,43	0	0	0,18	1,41	0	0,7	0	0	0												
1996	11,7	0	0	0,42	3	0	0,9	0	0	0												
1997	12,6	0	0	0,66	5,3	0	1,1	0	0	0												
1998	13,5	0	0	0,92	7,6	0	1,3	0	0	0												
1999	14,6	0	0	1,1	10,6	0	1,5	0	0	0												
2000	15,5	0	0	1,4	13,8	0	1,7	0	0	0												
																						
																						
=+	CFC11	CFC12	CFC113	CFC114	CFC115																	
1750	0	0	0	0	0																	
1751	0	0	0	0	0																	
1752	0	0	0	0	0																	
1753	0	0	0	0	0																	
1754	0	0	0	0	0																	
1755	0	0	0	0	0																	
1756	0	0	0	0	0																	
1757	0	0	0	0	0																	
1758	0	0	0	0	0																	
1759	0	0	0	0	0																	
1760	0	0	0	0	0																	
1761	0	0	0	0	0																	
1762	0	0	0	0	0																	
1763	0	0	0	0	0																	
1764	0	0	0	0	0																	
1765	0	0	0	0	0																	
1766	0	0	0	0	0																	
1767	0	0	0	0	0																	
1768	0	0	0	0	0																	
1769	0	0	0	0	0																	
1770	0	0	0	0	0																	
1771	0	0	0	0	0																	
1772	0	0	0	0	0																	
1773	0	0	0	0	0																	
1774	0	0	0	0	0																	
1775	0	0	0	0	0																	
1776	0	0	0	0	0																	
1777	0	0	0	0	0																	
1778	0	0	0	0	0																	
1779	0	0	0	0	0																	
1780	0	0	0	0	0																	
1781	0	0	0	0	0																	
1782	0	0	0	0	0																	
1783	0	0	0	0	0																	
1784	0	0	0	0	0																	
1785	0	0	0	0	0																	
1786	0	0	0	0	0																	
1787	0	0	0	0	0																	
1788	0	0	0	0	0																	
1789	0	0	0	0	0																	
1790	0	0	0	0	0																	
1791	0	0	0	0	0																	
1792	0	0	0	0	0																	
1793	0	0	0	0	0																	
1794	0	0	0	0	0																	
1795	0	0	0	0	0																	
1796	0	0	0	0	0																	
1797	0	0	0	0	0																	
1798	0	0	0	0	0																	
1799	0	0	0	0	0																	
1800	0	0	0	0	0																	
1801	0	0	0	0	0																	
1802	0	0	0	0	0																	
1803	0	0	0	0	0																	
1804	0	0	0	0	0																	
1805	0	0	0	0	0																	
1806	0	0	0	0	0																	
1807	0	0	0	0	0																	
1808	0	0	0	0	0																	
1809	0	0	0	0	0																	
1810	0	0	0	0	0																	
1811	0	0	0	0	0																	
1812	0	0	0	0	0																	
1813	0	0	0	0	0																	
1814	0	0	0	0	0																	
1815	0	0	0	0	0																	
1816	0	0	0	0	0																	
1817	0	0	0	0	0																	
1818	0	0	0	0	0																	
1819	0	0	0	0	0																	
1820	0	0	0	0	0																	
1821	0	0	0	0	0																	
1822	0	0	0	0	0																	
1823	0	0	0	0	0																	
1824	0	0	0	0	0																	
1825	0	0	0	0	0																	
1826	0	0	0	0	0																	
1827	0	0	0	0	0																	
1828	0	0	0	0	0																	
1829	0	0	0	0	0																	
1830	0	0	0	0	0																	
1831	0	0	0	0	0																	
1832	0	0	0	0	0																	
1833	0	0	0	0	0																	
1834	0	0	0	0	0																	
1835	0	0	0	0	0																	
1836	0	0	0	0	0																	
1837	0	0	0	0	0																	
1838	0	0	0	0	0																	
1839	0	0	0	0	0																	
1840	0	0	0	0	0																	
1841	0	0	0	0	0																	
1842	0	0	0	0	0																	
1843	0	0	0	0	0																	
1844	0	0	0	0	0																	
1845	0	0	0	0	0																	
1846	0	0	0	0	0																	
1847	0	0	0	0	0																	
1848	0	0	0	0	0																	
1849	0	0	0	0	0																	
1850	0	0	0	0	0																	
1851	0	0	0	0	0																	
1852	0	0	0	0	0																	
1853	0	0	0	0	0																	
1854	0	0	0	0	0																	
1855	0	0	0	0	0																	
1856	0	0	0	0	0																	
1857	0	0	0	0	0																	
1858	0	0	0	0	0																	
1859	0	0	0	0	0																	
1860	0	0	0	0	0																	
1861	0	0	0	0	0																	
1862	0	0	0	0	0																	
1863	0	0	0	0	0																	
1864	0	0	0	0	0																	
1865	0	0	0	0	0																	
1866	0	0	0	0	0																	
1867	0	0	0	0	0																	
1868	0	0	0	0	0																	
1869	0	0	0	0	0																	
1870	0	0	0	0	0																	
1871	0	0	0	0	0																	
1872	0	0	0	0	0																	
1873	0	0	0	0	0																	
1874	0	0	0	0	0																	
1875	0	0	0	0	0																	
1876	0	0	0	0	0																	
1877	0	0	0	0	0																	
1878	0	0	0	0	0																	
1879	0	0	0	0	0																	
1880	0	0	0	0	0																	
1881	0	0	0	0	0																	
1882	0	0	0	0	0																	
1883	0	0	0	0	0																	
1884	0	0	0	0	0																	
1885	0	0	0	0	0																	
1886	0	0	0	0	0																	
1887	0	0	0	0	0																	
1888	0	0	0	0	0																	
1889	0	0	0	0	0																	
1890	0	0	0	0	0																	
1891	0	0	0	0	0																	
1892	0	0	0	0	0																	
1893	0	0	0	0	0																	
1894	0	0	0	0	0																	
1895	0	0	0	0	0																	
1896	0	0	0	0	0																	
1897	0	0	0	0	0																	
1898	0	0	0	0	0																	
1899	0	0	0	0	0																	
1900	0	0	0	0	0																	
1901	0	0	0	0	0																	
1902	0	0	0	0	0																	
1903	0	0	0	0	0																	
1904	0	0	0	0	0																	
1905	0	0	0	0	0																	
1906	0	0	0	0	0																	
1907	0	0	0	0	0																	
1908	0	0	0	0	0																	
1909	0	0	0	0	0																	
1910	0	0	0	0	0																	
1911	0	0	0	0	0																	
1912	0	0	0	0	0																	
1913	0	0	0	0	0																	
1914	0	0	0	0	0																	
1915	0	0	0	0	0																	
1916	0	0	0	0	0																	
1917	0	0	0	0	0																	
1918	0	0	0	0	0																	
1919	0	0,028	0,053	0	0																	
1920	0	0,059	0,101	0	0																	
1921	0,018	0,092	0,148	0	0																	
1922	0,038	0,127	0,195	0	0																	
1923	0,059	0,166	0,242	0	0																	
1924	0,082	0,209	0,287	0	0																	
1925	0,107	0,255	0,332	0	0																	
1926	0,134	0,306	0,375	0	0																	
1927	0,163	0,363	0,417	0	0																	
1928	0,194	0,426	0,458	0	0																	
1929	0,228	0,496	0,498	0	0																	
1930	0,264	0,574	0,535	0	0																	
1931	0,303	0,661	0,57	0	0																	
1932	0,345	0,759	0,603	0	0																	
1933	0,39	0,868	0,633	0	0																	
1934	0,439	0,989	0,66	0	0																	
1935	0,49	1,126	0,682	0	0																	
1936	0,544	1,278	0,7	0	0																	
1937	0,6	1,447	0,713	0	0																	
1938	0,653	1,634	0,721	0	0																	
1939	0,703	1,839	0,721	0	0																	
1940	0,745	2,07	0,714	0	0																	
1941	0,779	2,336	0,699	0	0																	
1942	0,806	2,649	0,674	0	0																	
1943	0,826	3,017	0,638	0	0																	
1944	0,84	3,447	0,59	0	0																	
1945	0,847	3,941	0,529	0	0																	
1946	0,847	4,502	0,453	0	0																	
1947	0,84	5,129	0,362	0	0																	
1948	0,828	5,823	0,255	0	0																	
1949	0,811	6,584	0,133	0	0																	
1950	0,791	7,419	0	0	0																	
1951	0,798	8,333	0	0	0																	
1952	0,884	9,334	0	0	0																	
1953	1,104	10,43	0	0	0																	
1954	1,513	11,64	0	0	0																	
1955	2,139	12,99	0	0	0																	
1956	2,992	14,58	0	0	0																	
1957	4,089	16,46	0	0	0																	
1958	5,446	18,73	0	0	0																	
1959	7,082	21,49	0	0	0																	
1960	9,021	24,82	0	0	0																	
1961	11,29	28,83	0	0,344	0																	
1962	13,9	33,62	0	0,697	0																	
1963	16,87	39,3	0,057	1,059	0																	
1964	20,23	45,94	0,295	1,431	0																	
1965	23,98	53,63	0,727	1,811	0																	
1966	28,13	62,44	1,364	2,205	0																	
1967	32,74	72,45	2,211	2,615	0																	
1968	37,9	83,67	3,276	3,047	0																	
1969	43,73	96,08	4,556	3,503	0																	
1970	50,3	109,7	6,042	3,986	0																	
1971	57,69	124,4	7,693	4,497	0																	
1972	65,97	140,2	9,44	5,038	0,074																	
1973	75,18	157,1	11,21	5,608	0,204																	
1974	85,37	174,9	12,91	6,207	0,404																	
1975	96,57	193,5	14,47	6,835	0,695																	
1976	108,8	212,9	15,93	7,49	1,097																	
1977	122,1	233	17,4	8,175	1,529																	
1978	136,5	253,6	19,03	8,89	1,807																	
1979	149,5	274,8	20,96	9,633	1,943																	
1980	159,7	295	23,14	10,26	2,398																	
1981	167,6	307,7	24,97	10,67	2,67																	
1982	176,8	327,2	26,4	11,16	2,795																	
1983	184,4	343,8	28,37	11,72	2,934																	
1984	192,9	359,5	31,66	12,34	2,975																	
1985	202,8	379,3	36,12	13,34	3,197																	
1986	212,5	398	41,13	13,73	3,637																	
1987	223,7	416,2	47,96	14,45	3,737																	
1988	234,4	437,7	53,94	15,38	4,052																	
1989	243,8	457,2	60,65	15,53	4,505																	
1990	256,3	474,1	68	15,4	5,1																	
1991	262,6	488	74	15,7	5,6																	
1992	267,4	500,2	78,3	15,9	6																	
1993	271,2	511,5	81,4	16	6,5																	
1994	271,2	518,7	82,9	16,1	7																	
1995	270,6	524,8	83,2	16,2	7,5																	
1996	269,5	530	83,2	16,2	7,9																	
1997	268,2	534,2	82,7	16,3	8,3																	
1998	266,6	537,4	82,6	16,3	8,6																	
1999	264,7	539,5	82,3	16,3	8,8																	
2000	262,6	540,5	81,7	16,4	9																	
																						
=+	CCL4	CH3CCl3																				
1750	0	0																				
1751	0	0																				
1752	0	0																				
1753	0	0																				
1754	0	0																				
1755	0	0																				
1756	0	0																				
1757	0	0																				
1758	0	0																				
1759	0	0																				
1760	0	0																				
1761	0	0																				
1762	0	0																				
1763	0	0																				
1764	0	0																				
1765	0	0																				
1766	0	0																				
1767	0	0																				
1768	0	0																				
1769	0	0																				
1770	0	0																				
1771	0	0																				
1772	0	0																				
1773	0	0																				
1774	0	0																				
1775	0	0																				
1776	0	0																				
1777	0	0																				
1778	0	0																				
1779	0	0																				
1780	0	0																				
1781	0	0																				
1782	0	0																				
1783	0	0																				
1784	0	0																				
1785	0	0																				
1786	0	0																				
1787	0	0																				
1788	0	0																				
1789	0	0																				
1790	0	0																				
1791	0	0																				
1792	0	0																				
1793	0	0																				
1794	0	0																				
1795	0	0																				
1796	0	0																				
1797	0	0																				
1798	0	0																				
1799	0	0																				
1800	0	0																				
1801	0	0																				
1802	0	0																				
1803	0	0																				
1804	0	0																				
1805	0	0																				
1806	0	0																				
1807	0	0																				
1808	0	0																				
1809	0	0																				
1810	0	0																				
1811	0	0																				
1812	0	0																				
1813	0	0																				
1814	0	0																				
1815	0	0																				
1816	0	0																				
1817	0	0																				
1818	0	0																				
1819	0	0																				
1820	0	0																				
1821	0	0																				
1822	0	0																				
1823	0	0																				
1824	0	0																				
1825	0	0																				
1826	0	0																				
1827	0	0																				
1828	0	0																				
1829	0	0																				
1830	0	0																				
1831	0	0																				
1832	0	0																				
1833	0	0																				
1834	0	0																				
1835	0	0																				
1836	0	0																				
1837	0	0																				
1838	0	0																				
1839	0	0																				
1840	0	0																				
1841	0	0																				
1842	0	0																				
1843	0	0																				
1844	0	0																				
1845	0	0																				
1846	0	0																				
1847	0	0																				
1848	0	0																				
1849	0	0																				
1850	0	0																				
1851	0	0																				
1852	0	0																				
1853	0	0																				
1854	0	0																				
1855	0	0																				
1856	0	0																				
1857	0	0																				
1858	0	0																				
1859	0	0																				
1860	0	0																				
1861	0	0																				
1862	0	0																				
1863	0	0																				
1864	0	0																				
1865	0	0																				
1866	0	0																				
1867	0	0																				
1868	0	0																				
1869	0	0																				
1870	0	0																				
1871	0	0																				
1872	0	0																				
1873	0	0																				
1874	0	0																				
1875	0	0																				
1876	0	0																				
1877	0	0																				
1878	0	0																				
1879	0	0																				
1880	0	0																				
1881	0	0																				
1882	0	0																				
1883	0	0																				
1884	0	0																				
1885	0	0																				
1886	0	0																				
1887	0	0																				
1888	0	0																				
1889	0	0																				
1890	0	0																				
1891	0	0																				
1892	0	0																				
1893	0	0																				
1894	0	0																				
1895	0	0																				
1896	0	0																				
1897	0	0																				
1898	0	0																				
1899	0	0																				
1900	0	0																				
1901	0	0																				
1902	0	0																				
1903	0	0																				
1904	0	0																				
